Rough_ID,Rough_Weight_ct,Shape,Length_mm,Width_mm,Height_mm,Color,Clarity,Crack_Level,Cut_Type,Final_Weight_ct
R04392,3.01,Cushion,8.33,8.24,6.05,D,VVS2,Low,Mixed,1.16
R04393,1.86,Oval,7.1,7.06,4.39,D,SI2,Low,Mixed,0.68
R04394,1.3,Round,6.35,5.87,5.1,J,VS1,Medium,Step,0.55
R04395,2,Pear,7.11,6.16,3.73,G,VVS2,Medium,Mixed,0.92
R04396,3.17,Cushion,8.88,8.73,7.39,D,SI2,High,Brilliant,0.97
R04397,1.95,Cushion,7.63,7.56,5.05,E,IF,Low,Mixed,0.78
R04398,3.59,Emerald,9.02,7.96,5.96,H,VS1,High,Mixed,1.43
R04399,3.01,Cushion,8.99,7.87,6.78,J,VVS1,Low,Brilliant,1.17
R04400,2.16,Oval,7.77,7.32,5.09,I,VVS2,Low,Brilliant,0.87
R04401,2.83,Princess,8.12,7.7,5.65,J,SI1,Medium,Step,1.05
R04402,1.48,Princess,6.95,6.75,5.67,F,SI1,Medium,Mixed,0.6
R04403,4.86,Round,10.42,9.88,6.45,H,SI1,Medium,Brilliant,1.95
R04404,3.9,Emerald,9.39,8.92,7.61,G,VS2,Medium,Step,1.68
R04405,0.33,Round,4.09,3.67,2.32,J,IF,Low,Brilliant,0.16
R04406,0.72,Princess,5.41,4.97,4.47,J,SI1,Low,Step,0.34
R04407,2.25,Round,8.31,7.16,5.17,D,SI1,Medium,Step,0.85
R04408,0.56,Emerald,4.72,4.2,2.52,F,VVS2,Low,Step,0.27
R04409,2.08,Emerald,7.46,6.76,5.77,G,VVS1,Medium,Mixed,0.82
R04410,0.95,Pear,6.04,5.57,3.84,F,VS2,Low,Brilliant,0.45
R04411,4.02,Cushion,9.84,8.59,5.78,J,SI1,Medium,Brilliant,1.39
R04412,0.85,Princess,5.89,5.57,4.79,E,SI2,Medium,Step,0.31
R04413,1.33,Cushion,6.93,5.9,3.9,I,VS2,Low,Brilliant,0.57
R04414,3.28,Princess,9.25,8.07,5.33,J,IF,Medium,Step,1.34
R04415,0.82,Cushion,5.96,5.45,3.47,D,VVS2,Low,Mixed,0.35
R04416,0.58,Pear,4.62,4.25,3.62,G,SI1,Medium,Brilliant,0.23
R04417,0.79,Round,5.62,5.02,3.68,H,VS1,High,Step,0.29
R04418,3.19,Cushion,9.16,8.97,5.78,H,VS2,Low,Step,1.35
R04419,3.65,Cushion,9.19,8.59,6.46,F,VS2,Low,Step,1.43
R04420,4.94,Pear,10.46,9.73,7.1,E,SI1,Low,Brilliant,2.34
R04421,0.36,Princess,4.55,3.89,3.17,H,VVS2,Medium,Brilliant,0.16
R04422,0.84,Emerald,6.16,6.02,5.06,I,IF,Low,Brilliant,0.33
R04423,4.23,Pear,9.59,9.25,7,E,VVS2,Low,Step,1.87
R04424,1.75,Cushion,7.34,7.15,6,J,VVS2,Medium,Brilliant,0.74
R04425,2.97,Pear,8.79,7.69,6.48,G,SI1,Medium,Brilliant,1.27
R04426,2.51,Round,8.19,7.94,5.05,H,SI1,Medium,Brilliant,1.11
R04427,3.63,Princess,9.1,8.53,5.18,G,SI1,High,Step,1.29
R04428,1.62,Oval,6.81,6.58,5.29,H,VVS2,Low,Brilliant,0.77
R04429,2.62,Emerald,8.34,7.21,6.2,E,VS1,High,Mixed,0.88
R04430,3.1,Pear,8.27,7.65,6.87,D,SI2,Low,Step,1.33
R04431,1.75,Cushion,6.81,6.7,4.88,I,VVS1,Low,Mixed,0.81
R04432,1.61,Emerald,7.5,6.84,5.88,H,SI1,Low,Step,0.82
R04433,2.91,Pear,8.35,7.95,5.38,I,VVS2,Low,Mixed,1.15
R04434,2.58,Pear,8.01,6.82,4.56,J,VS1,Low,Brilliant,1.27
R04435,2.4,Emerald,8.12,7.64,4.99,G,VS1,Medium,Step,0.96
R04436,3.33,Oval,8.56,7.62,6.78,F,IF,Medium,Mixed,1.18
R04437,2.99,Pear,8.23,7.16,6.15,J,VVS1,Low,Brilliant,1.38
R04438,2.38,Emerald,8.26,7.89,5.85,E,VS1,Low,Mixed,1.07
R04439,1.11,Pear,6.33,6.09,5.01,J,VVS1,Low,Brilliant,0.52
R04440,1.43,Round,6.89,5.98,4.15,I,VVS2,Low,Brilliant,0.6
R04441,1.29,Oval,6.58,6.47,5.79,G,VVS2,High,Brilliant,0.5
R04442,2.67,Oval,8.04,7.43,4.72,I,SI1,Medium,Brilliant,0.98
R04443,0.99,Cushion,5.71,5.45,3.43,J,VS2,Low,Step,0.4
R04444,1.83,Emerald,7.28,6.79,5.07,F,SI2,Low,Mixed,0.91
R04445,1.83,Princess,7.17,6.66,5.99,D,VS1,Medium,Mixed,0.82
R04446,2.84,Oval,8.52,7.48,6.14,J,SI1,Low,Mixed,1.32
R04447,2.42,Cushion,8.32,8.17,5.29,I,VVS1,Low,Step,1.01
R04448,0.39,Oval,3.94,3.56,2.28,I,SI1,Low,Brilliant,0.18
R04449,4.87,Emerald,10.66,9.66,5.85,G,SI1,Low,Brilliant,1.97
R04450,4.94,Princess,9.93,8.89,5.59,J,VS1,High,Mixed,1.85
R04451,2.86,Pear,8.71,7.95,6.53,H,VS2,Low,Step,1.3
R04452,0.34,Pear,3.72,3.61,3.22,H,SI1,Low,Brilliant,0.16
R04453,4.05,Princess,9.77,9.26,7.71,G,SI1,Medium,Mixed,1.63
R04454,2.01,Round,7.27,6.88,5.76,E,SI1,Low,Step,0.92
R04455,4.66,Cushion,9.68,8.47,5.11,J,VVS2,Low,Mixed,2.08
R04456,1.56,Cushion,7.44,6.98,5.63,D,VS2,Low,Mixed,0.67
R04457,4.45,Pear,9.75,9.63,7.03,F,VVS2,Medium,Brilliant,1.91
R04458,0.47,Cushion,4.55,4.45,2.94,E,VS2,Low,Mixed,0.22
R04459,5,Round,10.14,9.08,5.95,J,IF,Low,Brilliant,2.13
R04460,2.28,Cushion,7.59,6.47,4.61,E,VVS2,Medium,Mixed,0.88
R04461,0.46,Pear,4.71,4.44,2.76,H,VS2,Low,Mixed,0.2
R04462,4.03,Cushion,9.05,9,6.88,J,IF,Medium,Mixed,1.59
R04463,0.62,Oval,5.5,4.68,2.95,I,VS1,Medium,Brilliant,0.21
R04464,1.45,Princess,7.26,6.73,5.06,F,SI2,High,Step,0.5
R04465,1.28,Emerald,6.85,5.96,3.78,I,VS1,Low,Step,0.51
R04466,4.31,Round,9.48,8.85,7.84,I,VS2,High,Brilliant,1.37
R04467,4.06,Pear,9.3,9.15,7.41,G,VVS2,Medium,Step,1.47
R04468,2.71,Pear,8.65,7.58,5.81,J,SI1,Medium,Step,1.23
R04469,1.61,Cushion,6.7,5.79,5.13,F,VS2,Low,Mixed,0.78
R04470,2.37,Pear,7.89,6.96,4.45,D,VS1,Low,Brilliant,1.17
R04471,1.75,Round,7.43,7.28,5.45,H,VVS2,Low,Mixed,0.75
R04472,4.12,Cushion,9.14,8.07,6.92,E,VS1,Low,Brilliant,2.02
R04473,2.9,Round,8.62,7.34,5.16,G,VS2,High,Mixed,1.26
R04474,4.24,Emerald,9.97,8.57,6.16,D,IF,Low,Brilliant,1.94
R04475,3.41,Round,9.49,8.32,7.12,J,VS2,Medium,Step,1.17
R04476,0.32,Cushion,4.47,4.31,3.09,D,VS1,Low,Step,0.13
R04477,0.97,Pear,5.93,5.07,4.17,D,VS1,Low,Mixed,0.4
R04478,4.26,Round,9.43,8.98,7.77,D,VS1,Low,Mixed,2.03
R04479,1.18,Cushion,5.97,5.95,3.63,E,IF,Low,Step,0.44
R04480,3.43,Cushion,9.36,9.29,5.85,G,VVS1,Medium,Brilliant,1.6
R04481,4.37,Princess,10.24,9.99,8.47,D,SI1,Low,Brilliant,2.2
R04482,1.89,Cushion,7.55,6.89,4.83,E,SI1,Low,Mixed,0.9
R04483,4.79,Round,9.98,8.9,5.93,I,IF,Low,Brilliant,1.93
R04484,4.04,Princess,9.35,8.5,6.84,G,VS2,Low,Brilliant,1.93
R04485,3.35,Emerald,8.75,7.91,7.04,F,SI2,Low,Step,1.36
R04486,2.7,Round,8.53,8.17,5.61,H,IF,Low,Mixed,1.24
R04487,4.6,Pear,9.5,8.38,5.03,H,VS2,High,Brilliant,1.88
R04488,2.21,Princess,7.33,6.88,5.89,D,SI1,Low,Mixed,0.93
R04489,4.65,Round,9.9,9.76,7.24,G,SI1,Medium,Brilliant,2.01
R04490,3.41,Emerald,9.2,9.07,7.15,G,VVS2,High,Step,1.16
R04491,2.83,Round,8.73,8.25,7.01,E,IF,Low,Step,1.03
R04492,4.27,Emerald,10.18,10.15,6.33,F,VVS1,Medium,Step,1.85
R04493,2.59,Emerald,8.49,7.33,5.04,G,IF,Medium,Mixed,1.01
R04494,4.56,Princess,10.39,10.29,7.21,F,IF,Medium,Mixed,1.98
R04495,4.82,Cushion,9.68,9.14,7.95,E,VVS2,Medium,Step,2.02
R04496,4.58,Round,9.72,9.45,7.62,D,SI2,Low,Mixed,1.99
R04497,0.42,Cushion,4.51,3.94,2.75,I,VVS2,Low,Step,0.19
R04498,0.49,Round,5.07,4.63,3.39,E,VVS1,Low,Step,0.2
R04499,1.1,Cushion,6.02,5.94,4.74,G,VVS1,Low,Brilliant,0.46
R04500,2.87,Round,8.93,8.05,7.07,G,VVS1,Low,Step,1.17
R04501,3.19,Oval,8.68,8.09,6.2,E,SI2,Low,Mixed,1.48
R04502,3.79,Pear,9.47,9.33,5.67,G,SI1,Medium,Mixed,1.44
R04503,4.89,Cushion,10.12,8.77,7.4,F,SI1,Medium,Step,1.95
R04504,4.23,Round,10.2,9.25,6.84,H,VVS2,Low,Step,1.93
R04505,0.57,Pear,5.16,4.89,4.4,H,VS2,Low,Brilliant,0.22
R04506,1.97,Oval,7.9,7.76,6,H,VVS2,Low,Mixed,0.96
R04507,1.87,Round,7.72,6.85,5.2,E,VVS1,Low,Mixed,0.87
R04508,4.38,Pear,9.86,8.99,7.64,J,SI2,Low,Mixed,1.71
R04509,0.47,Princess,4.51,4.19,2.77,E,IF,Medium,Step,0.16
R04510,2.6,Pear,8.64,8.3,6.33,F,IF,Low,Brilliant,1.06
R04511,3.77,Pear,9.48,8.72,6.28,J,SI1,Medium,Brilliant,1.39
R04512,3.75,Cushion,9.15,8.94,7.73,F,SI2,Low,Step,1.54
R04513,1.94,Cushion,7.69,6.56,4.8,J,VS1,Medium,Step,0.87
R04514,1.27,Cushion,6.64,5.89,4.9,G,VS1,Low,Mixed,0.49
R04515,1.78,Emerald,7.69,7.26,5.58,G,VVS1,Medium,Brilliant,0.8
R04516,4.83,Pear,10.59,9.78,5.99,I,IF,Medium,Step,1.82
R04517,2.22,Oval,8.09,7.71,6.88,D,VS1,Low,Step,1.04
R04518,2.74,Pear,8.75,7.63,5.9,D,SI1,Low,Mixed,1.07
R04519,3.82,Round,8.91,8.05,6.57,E,SI1,Low,Step,1.72
R04520,1.17,Pear,6.06,5.83,4.27,D,IF,Medium,Brilliant,0.46
R04521,4.86,Emerald,10.19,9.06,6.22,D,SI2,Low,Step,2.04
R04522,3.82,Oval,9.02,7.84,4.96,D,VS1,Low,Brilliant,1.48
R04523,1.5,Princess,6.91,6.79,5.6,F,SI2,Low,Step,0.69
R04524,4.39,Pear,9.78,9.69,6.38,F,VS2,Low,Brilliant,1.9
R04525,2.2,Pear,7.53,7.12,4.31,F,VVS1,Medium,Mixed,0.87
R04526,1.21,Cushion,6.02,5.61,3.98,F,VS1,Medium,Brilliant,0.42
R04527,2.74,Pear,8.86,8.71,7.3,D,SI2,Medium,Mixed,1.12
R04528,0.91,Round,5.6,5.1,4.15,G,VVS1,Low,Step,0.42
R04529,3.55,Oval,8.69,8.61,6.57,D,VVS2,Medium,Mixed,1.49
R04530,1.22,Oval,6,5.18,3.81,H,SI1,Medium,Brilliant,0.49
R04531,1.74,Princess,6.72,5.94,4.95,H,IF,Low,Mixed,0.68
R04532,0.68,Cushion,5.06,4.61,3.57,H,SI2,Low,Brilliant,0.28
R04533,1.26,Emerald,6.21,5.96,4.74,J,VS2,Low,Brilliant,0.53
R04534,2.92,Oval,8.44,8.31,6.63,D,VVS1,Low,Brilliant,1.3
R04535,1.24,Emerald,6.43,5.86,4.66,G,SI2,Low,Mixed,0.61
R04536,2.44,Emerald,7.59,7.03,4.87,I,VVS2,Low,Mixed,1.12
R04537,2.69,Oval,7.85,7.49,5.05,H,VS2,Low,Mixed,1.19
R04538,1.44,Round,6.89,6.09,4.84,J,VS2,High,Brilliant,0.51
R04539,4.84,Princess,10.44,10.11,8.03,E,VS2,Low,Step,2.1
R04540,1.45,Round,7.07,6.64,5.44,G,VVS1,High,Mixed,0.49
R04541,1.71,Oval,7.19,6.22,5,E,IF,Low,Mixed,0.66
R04542,2.13,Princess,7.77,6.68,5.16,I,IF,Low,Brilliant,0.79
R04543,2.94,Cushion,9.09,8.07,5.9,E,VVS2,Low,Mixed,1.28
R04544,2.4,Cushion,8.04,7.32,4.86,I,IF,Low,Step,0.89
R04545,4.66,Oval,10.32,8.97,6.6,H,SI1,Low,Mixed,2.06
R04546,1.86,Cushion,6.95,6.16,4.73,F,IF,Low,Mixed,0.82
R04547,2.24,Emerald,7.9,7.48,6.64,E,VS1,Low,Mixed,0.91
R04548,4.22,Cushion,9.57,9.26,8.07,G,VS1,Low,Mixed,1.94
R04549,2.63,Cushion,8.31,7.77,6.27,D,VS2,High,Mixed,0.97
R04550,4.67,Oval,10.04,9.58,7.01,E,SI2,Low,Mixed,2.01
R04551,4.47,Cushion,9.76,8.71,5.93,G,SI1,Low,Brilliant,2.02
R04552,1.03,Pear,6.55,6.37,4.15,D,VS1,Medium,Brilliant,0.41
R04553,3.7,Oval,9.74,8.92,6.45,J,SI2,Low,Mixed,1.62
R04554,4.97,Pear,10.47,8.95,5.94,J,VS2,Low,Brilliant,2.38
R04555,2.71,Pear,8.24,7.4,4.71,J,VS2,Low,Step,1.04
R04556,4.61,Emerald,9.49,8.77,7.17,D,VVS1,Low,Brilliant,1.8
R04557,3.23,Round,8.4,7.99,6.7,D,VS1,Low,Step,1.42
R04558,2.41,Round,7.91,7.29,5.51,I,SI1,Medium,Step,0.97
R04559,3.45,Pear,9.32,9.02,6.48,I,SI1,High,Step,1.27
R04560,0.84,Cushion,5.73,4.88,2.97,J,SI1,High,Brilliant,0.27
R04561,3.4,Princess,8.72,7.52,5.37,I,VVS2,Medium,Step,1.56
R04562,3.12,Cushion,8.97,7.75,4.85,J,VS2,Low,Step,1.3
R04563,1.84,Princess,7.18,6.96,4.72,J,VVS1,Low,Step,0.75
R04564,0.4,Cushion,4.12,4.04,3.09,H,VS1,Low,Step,0.16
R04565,3.71,Princess,9.34,9.03,7.96,H,VS2,Low,Brilliant,1.57
R04566,1.66,Princess,6.89,5.88,4.27,F,IF,High,Brilliant,0.61
R04567,4.07,Oval,9.47,9.34,8.07,I,SI1,Medium,Mixed,1.45
R04568,1.28,Oval,6.04,5.72,3.93,D,SI2,High,Brilliant,0.54
R04569,1.59,Round,7.35,6.6,5.61,G,VVS1,Medium,Step,0.71
R04570,2.19,Emerald,8.07,7.89,6.05,E,VS1,High,Step,0.94
R04571,2.4,Round,8.06,7.09,5.74,F,IF,Medium,Brilliant,1.05
R04572,2.17,Emerald,7.72,7.67,6.9,I,VVS1,Low,Mixed,0.9
R04573,0.9,Cushion,6.25,5.57,4.35,G,VVS2,Low,Step,0.43
R04574,3.96,Round,9.58,8.31,5.32,E,VS2,Low,Mixed,1.79
R04575,3.24,Pear,9.07,8.94,5.91,G,VS1,Low,Mixed,1.4
R04576,1.61,Pear,6.65,6.33,4.53,H,VS2,Medium,Step,0.65
R04577,3.13,Princess,8.28,7.99,6.04,D,VS2,Low,Mixed,1.54
R04578,1.42,Princess,6.83,6.57,5.71,F,VS1,Medium,Step,0.55
R04579,1.18,Cushion,5.89,5.13,3.54,D,IF,Medium,Mixed,0.48
R04580,1.87,Round,7.35,6.96,5.32,J,VS2,High,Brilliant,0.7
R04581,3.17,Round,9.25,8.39,5.05,E,VVS2,Low,Step,1.18
R04582,2.76,Pear,8.51,8.11,6.51,G,VS1,Low,Step,1.19
R04583,0.3,Pear,4.24,3.83,2.42,I,VVS1,Medium,Step,0.11
R04584,2.15,Emerald,8.19,7.99,7.02,J,VS1,Medium,Brilliant,0.91
R04585,0.73,Cushion,5.88,5.68,3.52,I,SI2,Low,Mixed,0.32
R04586,2.23,Round,7.74,6.85,4.58,E,IF,Low,Brilliant,0.87
R04587,0.97,Pear,6.24,5.43,4.37,F,VS1,Low,Step,0.43
R04588,2.02,Princess,7.91,7.4,5.44,J,VVS1,Low,Step,0.86
R04589,4.84,Pear,10.3,9.2,5.88,I,IF,Low,Brilliant,2.22
R04590,3.59,Round,9.55,9,7.82,J,SI1,Low,Mixed,1.74
R04591,1.07,Pear,5.66,5.02,3.59,G,VS2,Low,Step,0.5
R04592,3.11,Princess,8.3,7.15,4.65,E,SI2,Low,Step,1.26
R04593,0.37,Princess,4.08,4.05,3.56,I,SI2,Low,Brilliant,0.15
R04594,2.47,Emerald,8.13,8.1,5.09,J,VS2,Low,Mixed,1.04
R04595,4.3,Oval,10.06,8.89,7.54,D,IF,High,Mixed,1.5
R04596,1.56,Emerald,7.26,6.66,5.92,E,VS2,Low,Mixed,0.64
R04597,3.93,Emerald,9.02,8.23,5.1,I,VS1,Low,Brilliant,1.82
R04598,3.44,Emerald,9.2,8.33,5.35,F,VVS2,Medium,Step,1.43
R04599,3.81,Cushion,9,8.54,5.28,G,SI1,Medium,Brilliant,1.56
R04600,2.35,Pear,7.78,6.67,5.75,H,IF,Low,Step,1.07
R04601,3.49,Emerald,9.43,9.4,6.6,I,SI2,Low,Step,1.6
R04602,0.89,Pear,6.26,5.95,4.32,D,SI2,Medium,Brilliant,0.34
R04603,3.98,Emerald,10.01,8.93,7.26,J,VVS2,Low,Brilliant,1.85
R04604,2.48,Pear,7.89,6.81,5.86,E,SI1,Low,Step,1.02
R04605,0.54,Round,4.73,4.68,3.89,G,VS2,Medium,Brilliant,0.24
R04606,3.41,Cushion,9.18,7.95,6.26,E,SI1,Medium,Step,1.2
R04607,1.03,Pear,5.8,4.93,3.13,J,VVS2,Low,Step,0.46
R04608,4.49,Oval,10.16,9.47,7.64,J,SI1,Medium,Brilliant,2.07
R04609,0.81,Princess,5.45,5.39,4.78,I,VVS1,Low,Mixed,0.39
R04610,0.43,Emerald,4.07,3.92,3.1,H,VVS1,Medium,Step,0.14
R04611,0.97,Emerald,6.33,6.03,5.01,G,SI2,Medium,Brilliant,0.34
R04612,4.47,Emerald,9.69,8.96,6.41,E,SI2,Medium,Brilliant,1.84
R04613,3.09,Pear,8.84,8.54,5.66,H,VS2,Low,Step,1.45
R04614,3.88,Pear,9.48,8.81,5.78,F,VS1,High,Brilliant,1.61
R04615,3.71,Pear,9.62,8.53,6.26,H,VS2,Low,Step,1.48
R04616,4.12,Emerald,9.75,9.15,7.6,I,SI1,Low,Brilliant,1.63
R04617,4.21,Emerald,9.94,8.96,6.5,G,IF,Low,Brilliant,1.64
R04618,4.59,Princess,9.92,9.83,8.28,D,SI2,Low,Mixed,1.94
R04619,2.9,Cushion,8.09,7.04,5.25,J,VS2,High,Brilliant,1.17
R04620,4.47,Princess,10.36,9.13,5.54,G,VS1,Medium,Brilliant,1.57
R04621,3.19,Oval,8.37,7.49,6.28,I,IF,Low,Mixed,1.25
R04622,2.57,Oval,8.63,8.18,6.75,J,VS1,Low,Step,1.25
R04623,4.58,Oval,10.07,10.03,6.23,G,IF,Medium,Mixed,1.77
R04624,3.95,Pear,9.38,8.9,6.07,E,VVS2,High,Brilliant,1.49
R04625,2.38,Emerald,7.93,6.9,5.59,J,SI2,Low,Brilliant,1.18
R04626,0.35,Oval,3.73,3.58,2.23,H,IF,Low,Brilliant,0.17
R04627,4.24,Round,9.7,8.35,6.86,H,VS1,Medium,Brilliant,1.82
R04628,4.07,Princess,9.23,9.03,6.05,G,SI2,Low,Mixed,1.9
R04629,1.49,Emerald,6.63,5.75,4.11,E,VS1,Low,Step,0.63
R04630,2.78,Oval,8.82,7.71,5.22,J,VS2,Low,Brilliant,1.33
R04631,2.67,Emerald,8.08,7.62,6.73,D,VS1,Medium,Brilliant,0.98
R04632,3.75,Emerald,9.59,8.54,6.76,F,VS1,Low,Step,1.65
R04633,2.41,Princess,7.57,6.69,5.48,I,VS2,Medium,Mixed,0.86
R04634,4.63,Emerald,10.27,10.16,9.07,H,VS2,Medium,Mixed,1.8
R04635,1.32,Oval,6.91,6.37,4.36,J,IF,Medium,Mixed,0.54
R04636,0.32,Pear,3.92,3.46,2.35,E,IF,Low,Step,0.14
R04637,4.29,Princess,9.25,8.08,7.16,E,SI2,Low,Mixed,1.96
R04638,3.95,Round,9.42,8.42,6.85,D,VS1,Low,Brilliant,1.88
R04639,4.15,Oval,9.78,8.39,7.16,G,VVS1,Low,Mixed,2.01
R04640,1.47,Emerald,6.35,6.13,3.78,I,IF,High,Mixed,0.5
R04641,4.48,Round,9.91,9.06,7.32,F,VVS2,Low,Mixed,2.07
R04642,4.43,Round,9.41,9.38,7.55,D,VVS1,Low,Step,1.84
R04643,0.8,Cushion,5.47,4.74,3.65,G,VS1,High,Brilliant,0.27
R04644,4.59,Round,9.6,8.64,7.6,D,IF,Low,Step,1.88
R04645,3.89,Princess,9.87,9.18,6.96,D,VVS2,Low,Step,1.45
R04646,4.47,Cushion,9.73,9.16,6.35,F,VVS1,Low,Step,2.07
R04647,1.11,Cushion,6.17,6.1,4.65,J,SI2,Medium,Brilliant,0.44
R04648,3.5,Emerald,9.18,7.92,6.24,I,VVS1,Low,Mixed,1.42
R04649,2.56,Emerald,8.54,7.39,5.93,D,SI1,Medium,Step,1.12
R04650,4.04,Emerald,9.87,8.91,8.01,I,SI1,Medium,Mixed,1.47
R04651,1.35,Cushion,6.35,6.02,4.49,D,SI1,Low,Brilliant,0.54
R04652,2,Oval,8.02,7.55,6.13,J,SI2,Medium,Mixed,0.69
R04653,3.94,Round,9.07,7.88,6.52,G,VVS1,Medium,Mixed,1.45
R04654,3.76,Oval,9.34,8.39,6.78,D,VS2,Low,Mixed,1.55
R04655,0.57,Cushion,5.42,5.13,3.41,E,VVS2,Low,Step,0.25
R04656,2.78,Oval,8.63,8.54,6.4,F,VS1,Medium,Brilliant,1.01
R04657,1.69,Cushion,7.35,6.35,4.62,I,VVS2,Low,Brilliant,0.67
R04658,0.4,Oval,4.33,4.01,2.56,I,VVS2,Low,Mixed,0.17
R04659,2.57,Pear,8.32,8.26,5.38,I,VS2,Low,Brilliant,1.06
R04660,2.92,Oval,8.42,7.82,5.05,D,SI2,Low,Brilliant,1.15
R04661,1.89,Cushion,7.01,6.66,5.9,E,VVS2,High,Brilliant,0.7
R04662,1.5,Cushion,6.47,5.93,5.1,F,SI1,Low,Brilliant,0.57
R04663,4.29,Round,9.38,8.54,6.69,G,VS2,Medium,Brilliant,1.47
R04664,0.61,Princess,4.96,4.56,3.07,F,VVS2,Medium,Mixed,0.23
R04665,2.44,Princess,8.29,8.08,4.87,I,VVS2,Low,Mixed,0.99
R04666,2.77,Pear,7.97,7.27,5.04,I,VVS1,Low,Brilliant,1.32
R04667,1.14,Oval,6.2,5.73,4.77,I,SI2,Low,Brilliant,0.53
R04668,4.62,Round,9.86,8.81,7.81,I,VVS1,Low,Step,2.12
R04669,4.09,Princess,9.4,8.68,7.03,D,IF,Low,Mixed,1.97
R04670,3.9,Pear,9.6,8.21,5.17,I,SI1,Medium,Mixed,1.35
R04671,4.47,Pear,10.01,9.75,7.33,F,VVS2,Low,Mixed,1.71
R04672,4.92,Cushion,10.41,9.9,6.34,I,IF,Low,Step,1.88
R04673,2.11,Emerald,7.7,6.94,5.89,G,VVS2,Low,Step,0.87
R04674,2.59,Pear,8.65,7.68,6.71,H,SI1,Medium,Brilliant,1.23
R04675,1.08,Princess,6.29,6.16,4.18,H,SI1,Medium,Step,0.42
R04676,0.45,Princess,4.79,4.25,3.09,H,VS1,Low,Brilliant,0.2
R04677,2.77,Round,8.86,7.85,6.78,D,VS2,Low,Brilliant,1.04
R04678,2.02,Round,7.63,7.25,4.61,I,VVS1,Medium,Brilliant,0.8
R04679,0.3,Emerald,4.44,4.08,2.64,E,SI2,Medium,Mixed,0.11
R04680,3.38,Pear,9.13,7.83,6.47,D,SI2,Low,Step,1.66
R04681,2.98,Cushion,8.3,7.26,6.26,E,IF,Low,Step,1.1
R04682,1.56,Round,6.81,6.79,4.21,J,SI2,High,Mixed,0.63
R04683,4.51,Oval,9.87,8.59,6.86,I,VS2,Low,Step,1.69
R04684,1.32,Pear,6.62,6.47,4.48,H,SI2,Medium,Mixed,0.56
R04685,4.15,Oval,9.63,9.13,7.16,J,SI2,Medium,Mixed,1.9
R04686,1.38,Pear,6.42,5.81,4.4,I,VVS1,Low,Step,0.52
R04687,2.18,Princess,7.5,6.96,5.45,F,VS2,Low,Step,0.92
R04688,2.02,Emerald,7.1,6.71,5.21,J,IF,Low,Mixed,0.88
R04689,4.33,Emerald,10.21,9.13,6.65,D,VVS1,Low,Step,1.75
R04690,3.1,Pear,9.17,8.64,7.08,D,SI2,Low,Brilliant,1.26
R04691,2.94,Princess,8.71,7.56,5.96,H,SI1,Low,Step,1.15
R04692,1.57,Pear,6.73,6.57,5.08,G,VVS2,Low,Mixed,0.69
R04693,2.84,Emerald,8.02,7.88,6.28,D,VVS2,Medium,Step,1.17
R04694,4.07,Princess,9.16,9.03,6.19,G,VVS2,High,Mixed,1.43
R04695,0.99,Cushion,6.39,5.56,3.91,H,IF,Medium,Mixed,0.34
R04696,3.53,Pear,8.9,8.66,7.09,D,VVS1,Low,Brilliant,1.51
R04697,2.09,Cushion,7.32,6.99,4.81,I,IF,High,Brilliant,0.79
R04698,0.94,Oval,6.29,5.46,4.41,F,SI1,Medium,Step,0.38
R04699,3.97,Princess,9.05,8.97,7.56,H,VS1,Medium,Step,1.39
R04700,1.66,Oval,6.99,6.94,6.16,I,VS2,Low,Mixed,0.73
R04701,0.44,Oval,4.68,4.58,3.67,F,SI1,Medium,Step,0.17
R04702,1.74,Emerald,7.49,6.46,3.9,E,VVS1,Medium,Brilliant,0.79
R04703,0.37,Cushion,4.59,4.29,3.7,H,SI2,Low,Mixed,0.14
R04704,3.83,Oval,9.82,9.6,6.85,F,VS2,Low,Step,1.71
R04705,2.92,Princess,9.02,8.85,6.27,H,VS1,High,Mixed,0.92
R04706,1.09,Oval,6.08,5.97,4.5,F,VVS2,Low,Step,0.55
R04707,2.2,Pear,7.57,7.4,4.97,F,SI1,Medium,Mixed,0.92
R04708,4.89,Round,9.97,9.16,6.28,F,SI1,Medium,Mixed,2.15
R04709,2.11,Pear,7.96,7.34,5.35,D,VS2,Medium,Step,0.77
R04710,3.35,Pear,8.68,8.22,7.04,F,VVS1,Medium,Brilliant,1.42
R04711,3,Emerald,9.09,8.63,5.82,H,VS1,Low,Step,1.41
R04712,3.68,Cushion,8.84,7.52,4.76,F,SI2,Low,Brilliant,1.45
R04713,2.08,Cushion,7.99,7.45,6.64,D,VVS2,Low,Brilliant,0.85
R04714,3.52,Cushion,9.2,8.19,5.54,G,SI1,Low,Mixed,1.43
R04715,2.81,Pear,8.18,7.57,4.73,I,VS1,Medium,Step,1.03
R04716,2.1,Pear,8.15,7.31,5.86,G,SI1,Low,Step,1
R04717,1.06,Princess,5.69,5.43,4.62,E,SI1,Low,Brilliant,0.41
R04718,0.93,Emerald,5.78,5.23,4.23,J,VS2,Low,Step,0.44
R04719,4.65,Pear,10.14,9.44,8.41,J,SI2,Low,Brilliant,2.09
R04720,3.31,Round,8.86,7.65,4.67,J,VS2,Low,Mixed,1.26
R04721,3.54,Princess,8.99,8.88,5.62,F,VS2,Low,Mixed,1.37
